item_id,category,destination,price,duration,description
845,Adventure,Mai Chau,205.27,300,"Exciting adventure activity in Mai Chau. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
846,Sports & Fitness,Hue,311.77,480,"Active sports and fitness experience in Hue. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
847,Nightlife & Entertainment,Phong Nha,321.2,120,"Enjoy vibrant nightlife and entertainment in Phong Nha. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
848,Family & Kids,Sapa,32.2,120,Family-friendly activity in Sapa. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
849,Art & Craft,Da Nang,193.56,300,"Creative art and craft workshop in Da Nang. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
850,Sports & Fitness,Sapa,316.67,30,"Active sports and fitness experience in Sapa. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
851,Family & Kids,Phu Quoc,256.54,240,Family-friendly activity in Phu Quoc. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
852,Adventure,Da Lat,429.68,300,"Exciting adventure activity in Da Lat. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
853,Adventure,Can Tho,332.76,90,"Exciting adventure activity in Can Tho. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
854,Family & Kids,Mai Chau,89.84,360,Family-friendly activity in Mai Chau. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
855,Adventure,Cat Ba Island,44.58,90,"Exciting adventure activity in Cat Ba Island. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
856,Art & Craft,Mui Ne,324.79,480,"Creative art and craft workshop in Mui Ne. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
857,Educational,Ha Long Bay,22.99,300,"Educational tour in Ha Long Bay. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
858,Family & Kids,Mui Ne,297.03,30,Family-friendly activity in Mui Ne. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
859,Nightlife & Entertainment,Ho Chi Minh City,470.71,300,"Enjoy vibrant nightlife and entertainment in Ho Chi Minh City. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
860,Family & Kids,Hanoi,291.98,360,Family-friendly activity in Hanoi. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
861,Romantic,Hanoi,200.2,30,"Romantic experience in Hanoi. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
862,Romantic,Da Nang,325.21,300,"Romantic experience in Da Nang. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
863,Nightlife & Entertainment,Nha Trang,234.54,120,"Enjoy vibrant nightlife and entertainment in Nha Trang. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
864,Family & Kids,Sapa,277.35,240,Family-friendly activity in Sapa. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
865,Nightlife & Entertainment,Nha Trang,471.32,300,"Enjoy vibrant nightlife and entertainment in Nha Trang. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
866,Nightlife & Entertainment,Da Nang,199.19,300,"Enjoy vibrant nightlife and entertainment in Da Nang. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
867,Nightlife & Entertainment,Da Nang,480.98,60,"Enjoy vibrant nightlife and entertainment in Da Nang. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
868,Art & Craft,Sapa,453.62,30,"Creative art and craft workshop in Sapa. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
869,Adventure,Can Tho,105.94,480,"Exciting adventure activity in Can Tho. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
870,Nightlife & Entertainment,Ha Long Bay,43.99,240,"Enjoy vibrant nightlife and entertainment in Ha Long Bay. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
871,Romantic,Hoi An,59.38,60,"Romantic experience in Hoi An. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
872,Educational,Phong Nha,18.93,30,"Educational tour in Phong Nha. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
873,Sports & Fitness,Phong Nha,56.28,30,"Active sports and fitness experience in Phong Nha. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
874,Educational,Hoi An,344.67,120,"Educational tour in Hoi An. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
875,Art & Craft,Mai Chau,44.88,30,"Creative art and craft workshop in Mai Chau. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
876,Nightlife & Entertainment,Mui Ne,166.3,90,"Enjoy vibrant nightlife and entertainment in Mui Ne. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
877,Sports & Fitness,Hoi An,423.99,90,"Active sports and fitness experience in Hoi An. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
878,Nightlife & Entertainment,Sapa,21.4,60,"Enjoy vibrant nightlife and entertainment in Sapa. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
879,Art & Craft,Mui Ne,409.09,120,"Creative art and craft workshop in Mui Ne. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
880,Adventure,Sapa,148.11,180,"Exciting adventure activity in Sapa. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
881,Educational,Phong Nha,67.9,240,"Educational tour in Phong Nha. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
882,Nightlife & Entertainment,Hanoi,351.4,60,"Enjoy vibrant nightlife and entertainment in Hanoi. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
883,Art & Craft,Phong Nha,318.18,90,"Creative art and craft workshop in Phong Nha. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
884,Nightlife & Entertainment,Da Nang,439.96,60,"Enjoy vibrant nightlife and entertainment in Da Nang. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
885,Family & Kids,Mui Ne,370.18,30,Family-friendly activity in Mui Ne. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
886,Art & Craft,Cat Ba Island,403.71,180,"Creative art and craft workshop in Cat Ba Island. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
887,Educational,Mui Ne,148.2,300,"Educational tour in Mui Ne. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
888,Adventure,Phu Quoc,96.95,120,"Exciting adventure activity in Phu Quoc. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
889,Educational,Ho Chi Minh City,377.8,120,"Educational tour in Ho Chi Minh City. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
890,Nightlife & Entertainment,Ho Chi Minh City,405.35,180,"Enjoy vibrant nightlife and entertainment in Ho Chi Minh City. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
891,Family & Kids,Mai Chau,495.35,60,Family-friendly activity in Mai Chau. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
892,Adventure,Phong Nha,212.18,30,"Exciting adventure activity in Phong Nha. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
893,Adventure,Nha Trang,192.29,480,"Exciting adventure activity in Nha Trang. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
894,Educational,Phu Quoc,390.44,240,"Educational tour in Phu Quoc. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
895,Art & Craft,Ho Chi Minh City,176.99,480,"Creative art and craft workshop in Ho Chi Minh City. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
896,Sports & Fitness,Da Lat,466.07,240,"Active sports and fitness experience in Da Lat. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
897,Art & Craft,Ha Long Bay,430.62,300,"Creative art and craft workshop in Ha Long Bay. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
898,Art & Craft,Mai Chau,220.21,360,"Creative art and craft workshop in Mai Chau. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
899,Family & Kids,Ho Chi Minh City,377.93,300,Family-friendly activity in Ho Chi Minh City. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
900,Adventure,Nha Trang,379.73,360,"Exciting adventure activity in Nha Trang. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
901,Family & Kids,Can Tho,60.53,90,Family-friendly activity in Can Tho. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
902,Sports & Fitness,Phu Quoc,452.25,90,"Active sports and fitness experience in Phu Quoc. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
903,Nightlife & Entertainment,Can Tho,257.57,480,"Enjoy vibrant nightlife and entertainment in Can Tho. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
904,Family & Kids,Da Lat,414.96,180,Family-friendly activity in Da Lat. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
905,Adventure,Mui Ne,166.82,480,"Exciting adventure activity in Mui Ne. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
906,Educational,Phong Nha,448.81,360,"Educational tour in Phong Nha. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
907,Educational,Sapa,200.71,300,"Educational tour in Sapa. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
908,Nightlife & Entertainment,Mai Chau,15.31,180,"Enjoy vibrant nightlife and entertainment in Mai Chau. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
909,Adventure,Nha Trang,453.64,120,"Exciting adventure activity in Nha Trang. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
910,Educational,Mai Chau,54.73,60,"Educational tour in Mai Chau. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
911,Sports & Fitness,Da Nang,166.46,360,"Active sports and fitness experience in Da Nang. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
912,Family & Kids,Hoi An,475.53,360,Family-friendly activity in Hoi An. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
913,Family & Kids,Mui Ne,475.8,300,Family-friendly activity in Mui Ne. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
914,Family & Kids,Nha Trang,290.98,30,Family-friendly activity in Nha Trang. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
915,Romantic,Sapa,319.6,240,"Romantic experience in Sapa. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
916,Family & Kids,Hanoi,229.74,360,Family-friendly activity in Hanoi. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
917,Adventure,Hoi An,153.67,240,"Exciting adventure activity in Hoi An. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
918,Educational,Phong Nha,171.05,180,"Educational tour in Phong Nha. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
919,Romantic,Nha Trang,339.53,180,"Romantic experience in Nha Trang. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
920,Educational,Cat Ba Island,378.66,180,"Educational tour in Cat Ba Island. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
921,Art & Craft,Hue,397.87,30,"Creative art and craft workshop in Hue. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
922,Educational,Hue,396.91,120,"Educational tour in Hue. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
923,Sports & Fitness,Ho Chi Minh City,54.69,120,"Active sports and fitness experience in Ho Chi Minh City. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
924,Art & Craft,Can Tho,252.27,300,"Creative art and craft workshop in Can Tho. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
925,Educational,Sapa,38.2,480,"Educational tour in Sapa. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
926,Adventure,Phong Nha,279.27,120,"Exciting adventure activity in Phong Nha. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
927,Educational,Can Tho,226.35,360,"Educational tour in Can Tho. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
928,Adventure,Da Lat,444.98,360,"Exciting adventure activity in Da Lat. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
929,Family & Kids,Sapa,181.95,30,Family-friendly activity in Sapa. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
930,Adventure,Ho Chi Minh City,67.36,180,"Exciting adventure activity in Ho Chi Minh City. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
931,Art & Craft,Hoi An,80.07,300,"Creative art and craft workshop in Hoi An. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
932,Romantic,Can Tho,383.14,120,"Romantic experience in Can Tho. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
933,Family & Kids,Da Nang,312.93,240,Family-friendly activity in Da Nang. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
934,Family & Kids,Sapa,59.55,480,Family-friendly activity in Sapa. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
935,Adventure,Hue,51.21,240,"Exciting adventure activity in Hue. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
936,Romantic,Phu Quoc,353.47,480,"Romantic experience in Phu Quoc. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
937,Sports & Fitness,Nha Trang,45.65,240,"Active sports and fitness experience in Nha Trang. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
938,Adventure,Can Tho,412.71,360,"Exciting adventure activity in Can Tho. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
939,Sports & Fitness,Da Nang,356.06,180,"Active sports and fitness experience in Da Nang. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
940,Adventure,Da Nang,49.86,120,"Exciting adventure activity in Da Nang. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
941,Adventure,Ho Chi Minh City,51.57,120,"Exciting adventure activity in Ho Chi Minh City. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
942,Art & Craft,Nha Trang,493.45,60,"Creative art and craft workshop in Nha Trang. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
943,Art & Craft,Can Tho,193.39,480,"Creative art and craft workshop in Can Tho. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
944,Romantic,Phong Nha,191.61,90,"Romantic experience in Phong Nha. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
945,Romantic,Hoi An,408.27,120,"Romantic experience in Hoi An. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
946,Nightlife & Entertainment,Can Tho,474.15,360,"Enjoy vibrant nightlife and entertainment in Can Tho. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
947,Art & Craft,Da Nang,493.14,480,"Creative art and craft workshop in Da Nang. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
948,Art & Craft,Mui Ne,379.16,180,"Creative art and craft workshop in Mui Ne. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
949,Art & Craft,Ho Chi Minh City,194.37,120,"Creative art and craft workshop in Ho Chi Minh City. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
950,Art & Craft,Da Nang,50.92,120,"Creative art and craft workshop in Da Nang. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
951,Family & Kids,Nha Trang,390.8,90,Family-friendly activity in Nha Trang. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
952,Educational,Da Nang,283.62,30,"Educational tour in Da Nang. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
953,Sports & Fitness,Can Tho,217.87,480,"Active sports and fitness experience in Can Tho. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
954,Adventure,Hanoi,454.11,180,"Exciting adventure activity in Hanoi. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
955,Educational,Ha Long Bay,64.49,30,"Educational tour in Ha Long Bay. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
956,Nightlife & Entertainment,Hue,251.39,180,"Enjoy vibrant nightlife and entertainment in Hue. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
957,Romantic,Can Tho,15.56,90,"Romantic experience in Can Tho. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
958,Sports & Fitness,Da Lat,239.64,360,"Active sports and fitness experience in Da Lat. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
959,Sports & Fitness,Ho Chi Minh City,37.59,30,"Active sports and fitness experience in Ho Chi Minh City. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
960,Educational,Mui Ne,68.22,180,"Educational tour in Mui Ne. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
961,Adventure,Sapa,67.59,360,"Exciting adventure activity in Sapa. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
962,Romantic,Sapa,328.11,240,"Romantic experience in Sapa. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
963,Romantic,Hanoi,375.56,30,"Romantic experience in Hanoi. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
964,Sports & Fitness,Da Nang,295.85,360,"Active sports and fitness experience in Da Nang. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
965,Art & Craft,Ho Chi Minh City,481.46,60,"Creative art and craft workshop in Ho Chi Minh City. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
966,Romantic,Phu Quoc,193.69,360,"Romantic experience in Phu Quoc. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
967,Family & Kids,Ho Chi Minh City,150.0,30,Family-friendly activity in Ho Chi Minh City. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
968,Art & Craft,Hanoi,435.61,90,"Creative art and craft workshop in Hanoi. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
969,Family & Kids,Phong Nha,119.56,180,Family-friendly activity in Phong Nha. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
970,Romantic,Ho Chi Minh City,481.98,120,"Romantic experience in Ho Chi Minh City. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
971,Nightlife & Entertainment,Ho Chi Minh City,15.96,480,"Enjoy vibrant nightlife and entertainment in Ho Chi Minh City. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
972,Family & Kids,Phong Nha,485.24,300,Family-friendly activity in Phong Nha. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
973,Nightlife & Entertainment,Mui Ne,31.15,120,"Enjoy vibrant nightlife and entertainment in Mui Ne. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
974,Family & Kids,Phong Nha,446.66,480,Family-friendly activity in Phong Nha. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
975,Romantic,Phu Quoc,268.57,360,"Romantic experience in Phu Quoc. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
976,Nightlife & Entertainment,Cat Ba Island,496.55,360,"Enjoy vibrant nightlife and entertainment in Cat Ba Island. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
977,Romantic,Da Nang,46.16,300,"Romantic experience in Da Nang. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
978,Nightlife & Entertainment,Da Nang,281.39,30,"Enjoy vibrant nightlife and entertainment in Da Nang. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
979,Art & Craft,Mui Ne,484.96,60,"Creative art and craft workshop in Mui Ne. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
980,Family & Kids,Phong Nha,266.32,120,Family-friendly activity in Phong Nha. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
981,Sports & Fitness,Da Lat,318.41,120,"Active sports and fitness experience in Da Lat. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
982,Nightlife & Entertainment,Da Nang,350.92,60,"Enjoy vibrant nightlife and entertainment in Da Nang. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
983,Family & Kids,Hanoi,232.73,120,Family-friendly activity in Hanoi. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
984,Adventure,Hanoi,317.5,480,"Exciting adventure activity in Hanoi. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
985,Educational,Ho Chi Minh City,296.31,90,"Educational tour in Ho Chi Minh City. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
986,Nightlife & Entertainment,Ha Long Bay,451.57,300,"Enjoy vibrant nightlife and entertainment in Ha Long Bay. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
987,Sports & Fitness,Sapa,32.27,360,"Active sports and fitness experience in Sapa. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
988,Family & Kids,Da Nang,147.67,30,Family-friendly activity in Da Nang. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
989,Art & Craft,Hoi An,475.7,180,"Creative art and craft workshop in Hoi An. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
990,Educational,Can Tho,446.23,180,"Educational tour in Can Tho. Learn about local culture, history, and traditions through guided tours and interactive experiences. Great for students and curious travelers."
991,Adventure,Can Tho,233.27,360,"Exciting adventure activity in Can Tho. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
992,Adventure,Ho Chi Minh City,313.86,120,"Exciting adventure activity in Ho Chi Minh City. Experience thrilling adventures including hiking, kayaking, and exploring natural wonders. Perfect for adrenaline seekers and outdoor enthusiasts."
993,Nightlife & Entertainment,Cat Ba Island,145.92,180,"Enjoy vibrant nightlife and entertainment in Cat Ba Island. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
994,Nightlife & Entertainment,Phong Nha,102.18,120,"Enjoy vibrant nightlife and entertainment in Phong Nha. Experience local bars, clubs, and cultural shows. Perfect for evening activities and social gatherings."
995,Romantic,Phu Quoc,237.21,60,"Romantic experience in Phu Quoc. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
996,Sports & Fitness,Hue,183.14,120,"Active sports and fitness experience in Hue. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
997,Family & Kids,Da Lat,295.99,90,Family-friendly activity in Da Lat. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
998,Sports & Fitness,Cat Ba Island,48.09,180,"Active sports and fitness experience in Cat Ba Island. Join group activities, fitness classes, or outdoor sports. Stay fit while exploring beautiful locations."
999,Romantic,Mai Chau,487.45,90,"Romantic experience in Mai Chau. Perfect for couples with intimate settings, beautiful scenery, and special moments. Ideal for honeymoons and anniversaries."
1000,Family & Kids,Ho Chi Minh City,493.24,30,Family-friendly activity in Ho Chi Minh City. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
1001,Art & Craft,Hanoi,352.1,180,"Creative art and craft workshop in Hanoi. Discover local arts and crafts traditions, learn traditional techniques, and create your own souvenirs."
1002,Family & Kids,Mui Ne,272.69,180,Family-friendly activity in Mui Ne. Safe and fun for all ages with educational elements and interactive experiences. Perfect for creating lasting memories.
